id,paintjobFamilies,weaponIds,spriteMap
diableavionics_lilium_hexafire,lilium,diableavionics_hexafire,"graphics/da/weapons/diableavionics_hexafire_turret_base.png -> graphics/lilium/weapons/diableavionics_hexafire_turret_base.png, graphics/da/weapons/diableavionics_hexafire_hardpoint_base.png -> graphics/lilium/weapons/diableavionics_hexafire_hardpoint_base.png"
diableavionics_ornate_hexafire,ornate,diableavionics_hexafire,"graphics/da/weapons/diableavionics_hexafire_turret_base.png -> graphics/ornate/weapons/diableavionics_hexafire_turret_base.png, graphics/da/weapons/diableavionics_hexafire_hardpoint_base.png -> graphics/ornate/weapons/diableavionics_hexafire_hardpoint_base.png"
diableavionics_royalblue_hexafire,royalblue,diableavionics_hexafire,"graphics/da/weapons/diableavionics_hexafire_turret_base.png -> graphics/royalblue/weapons/diableavionics_hexafire_turret_base.png, graphics/da/weapons/diableavionics_hexafire_hardpoint_base.png -> graphics/royalblue/weapons/diableavionics_hexafire_hardpoint_base.png"
diableavionics_snowblast_hexafire,snowblast,diableavionics_hexafire,"graphics/da/weapons/diableavionics_hexafire_turret_base.png -> graphics/snowblast/weapons/diableavionics_hexafire_turret_base.png, graphics/da/weapons/diableavionics_hexafire_hardpoint_base.png -> graphics/snowblast/weapons/diableavionics_hexafire_hardpoint_base.png"
diableavionics_sunrise_hexafire,sunrise,diableavionics_hexafire,"graphics/da/weapons/diableavionics_hexafire_turret_base.png -> graphics/sunrise/weapons/diableavionics_hexafire_turret_base.png, graphics/da/weapons/diableavionics_hexafire_turret_barrel.png -> graphics/sunrise/weapons/diableavionics_hexafire_turret_barrel.png, graphics/da/weapons/diableavionics_hexafire_hardpoint_base.png -> graphics/sunrise/weapons/diableavionics_hexafire_hardpoint_base.png, graphics/da/weapons/diableavionics_hexafire_hardpoint_barrel.png -> graphics/sunrise/weapons/diableavionics_hexafire_hardpoint_barrel.png"
diableavionics_dra_hexafire2,DRA,diableavionics_hexafire2,"graphics/da/weapons/diableavionics_hexafire2_turret_base.png -> graphics/DRA/weapons/diableavionics_hexafire2_turret_base.png, graphics/da/weapons/diableavionics_hexafire2_turret_recoil.png -> graphics/DRA/weapons/diableavionics_hexafire2_turret_recoil.png, graphics/da/weapons/diableavionics_hexafire2_hardpoint_base.png -> graphics/DRA/weapons/diableavionics_hexafire2_hardpoint_base.png, graphics/da/weapons/diableavionics_hexafire2_hardpoint_recoil.png -> graphics/DRA/weapons/diableavionics_hexafire2_hardpoint_recoil.png"
diableavionics_lilium_hexafire2,lilium,diableavionics_hexafire2,"graphics/da/weapons/diableavionics_hexafire2_turret_base.png -> graphics/lilium/weapons/diableavionics_hexafire2_turret_base.png, graphics/da/weapons/diableavionics_hexafire2_hardpoint_base.png -> graphics/lilium/weapons/diableavionics_hexafire2_hardpoint_base.png"
diableavionics_ornate_hexafire2,ornate,diableavionics_hexafire2,"graphics/da/weapons/diableavionics_hexafire2_turret_base.png -> graphics/ornate/weapons/diableavionics_hexafire2_turret_base.png, graphics/da/weapons/diableavionics_hexafire2_hardpoint_base.png -> graphics/ornate/weapons/diableavionics_hexafire2_hardpoint_base.png"
diableavionics_royalblue_hexafire2,royalblue,diableavionics_hexafire2,"graphics/da/weapons/diableavionics_hexafire2_turret_base.png -> graphics/royalblue/weapons/diableavionics_hexafire2_turret_base.png, graphics/da/weapons/diableavionics_hexafire2_hardpoint_base.png -> graphics/royalblue/weapons/diableavionics_hexafire2_hardpoint_base.png"
diableavionics_snowblast_hexafire2,snowblast,diableavionics_hexafire2,"graphics/da/weapons/diableavionics_hexafire2_turret_base.png -> graphics/snowblast/weapons/diableavionics_hexafire2_turret_base.png, graphics/da/weapons/diableavionics_hexafire2_hardpoint_base.png -> graphics/snowblast/weapons/diableavionics_hexafire2_hardpoint_base.png"
diableavionics_sunrise_hexafire2,sunrise,diableavionics_hexafire2,"graphics/da/weapons/diableavionics_hexafire2_turret_base.png -> graphics/sunrise/weapons/diableavionics_hexafire2_turret_base.png, graphics/da/weapons/diableavionics_hexafire2_turret_recoil.png -> graphics/sunrise/weapons/diableavionics_hexafire2_turret_recoil.png, graphics/da/weapons/diableavionics_hexafire2_hardpoint_base.png -> graphics/sunrise/weapons/diableavionics_hexafire2_hardpoint_base.png, graphics/da/weapons/diableavionics_hexafire2_hardpoint_recoil.png -> graphics/sunrise/weapons/diableavionics_hexafire2_hardpoint_recoil.png"
diableavionics_dra_hoarArmL,DRA,diableavionics_hoarArmL,"graphics/da/ships/hoar/diableavionics_hoar_armLeft.png -> graphics/DRA/ships/hoar/diableavionics_hoar_armLeft.png, graphics/da/ships/hoar/diableavionics_hoar_gunLeft.png -> graphics/DRA/ships/hoar/diableavionics_hoar_gunLeft.png"
diableavionics_lilium_hoarArmL,lilium,diableavionics_hoarArmL,"graphics/da/ships/hoar/diableavionics_hoar_armLeft.png -> graphics/lilium/ships/hoar/diableavionics_hoar_armLeft.png, graphics/da/ships/hoar/diableavionics_hoar_gunLeft.png -> graphics/lilium/ships/hoar/diableavionics_hoar_gunLeft.png"
diableavionics_royalblue_hoarArmL,royalblue,diableavionics_hoarArmL,"graphics/da/ships/hoar/diableavionics_hoar_armLeft.png -> graphics/royalblue/ships/hoar/diableavionics_hoar_armLeft.png, graphics/da/ships/hoar/diableavionics_hoar_gunLeft.png -> graphics/royalblue/ships/hoar/diableavionics_hoar_gunLeft.png"
diableavionics_snowblast_hoarArmL,snowblast,diableavionics_hoarArmL,"graphics/da/ships/hoar/diableavionics_hoar_armLeft.png -> graphics/snowblast/ships/hoar/diableavionics_hoar_armLeft.png, graphics/da/ships/hoar/diableavionics_hoar_gunLeft.png -> graphics/snowblast/ships/hoar/diableavionics_hoar_gunLeft.png"
diableavionics_sunrise_hoarArmL,sunrise,diableavionics_hoarArmL,"graphics/da/ships/hoar/diableavionics_hoar_armLeft.png -> graphics/sunrise/ships/hoar/diableavionics_hoar_armLeft.png, graphics/da/ships/hoar/diableavionics_hoar_gunLeft.png -> graphics/sunrise/ships/hoar/diableavionics_hoar_gunLeft.png"
diableavionics_dra_hoarArmR,DRA,diableavionics_hoarArmR,"graphics/da/ships/hoar/diableavionics_hoar_armRight.png -> graphics/DRA/ships/hoar/diableavionics_hoar_armRight.png, graphics/da/ships/hoar/diableavionics_hoar_gunRight.png -> graphics/DRA/ships/hoar/diableavionics_hoar_gunRight.png"
diableavionics_lilium_hoarArmR,lilium,diableavionics_hoarArmR,"graphics/da/ships/hoar/diableavionics_hoar_armRight.png -> graphics/lilium/ships/hoar/diableavionics_hoar_armRight.png, graphics/da/ships/hoar/diableavionics_hoar_gunRight.png -> graphics/lilium/ships/hoar/diableavionics_hoar_gunRight.png"
diableavionics_royalblue_hoarArmR,royalblue,diableavionics_hoarArmR,"graphics/da/ships/hoar/diableavionics_hoar_armRight.png -> graphics/royalblue/ships/hoar/diableavionics_hoar_armRight.png, graphics/da/ships/hoar/diableavionics_hoar_gunRight.png -> graphics/royalblue/ships/hoar/diableavionics_hoar_gunRight.png"
diableavionics_snowblast_hoarArmR,snowblast,diableavionics_hoarArmR,"graphics/da/ships/hoar/diableavionics_hoar_armRight.png -> graphics/snowblast/ships/hoar/diableavionics_hoar_armRight.png, graphics/da/ships/hoar/diableavionics_hoar_gunRight.png -> graphics/snowblast/ships/hoar/diableavionics_hoar_gunRight.png"
diableavionics_sunrise_hoarArmR,sunrise,diableavionics_hoarArmR,"graphics/da/ships/hoar/diableavionics_hoar_armRight.png -> graphics/sunrise/ships/hoar/diableavionics_hoar_armRight.png, graphics/da/ships/hoar/diableavionics_hoar_gunRight.png -> graphics/sunrise/ships/hoar/diableavionics_hoar_gunRight.png"
diableavionics_dra_hoarPauldronL,DRA,diableavionics_hoarPauldronL,graphics/da/ships/hoar/diableavionics_hoar_pauldronLeft.png -> graphics/DRA/ships/hoar/diableavionics_hoar_pauldronLeft.png
diableavionics_lilium_hoarPauldronL,lilium,diableavionics_hoarPauldronL,graphics/da/ships/hoar/diableavionics_hoar_pauldronLeft.png -> graphics/lilium/ships/hoar/diableavionics_hoar_pauldronLeft.png
diableavionics_royalblue_hoarPauldronL,royalblue,diableavionics_hoarPauldronL,graphics/da/ships/hoar/diableavionics_hoar_pauldronLeft.png -> graphics/royalblue/ships/hoar/diableavionics_hoar_pauldronLeft.png
diableavionics_snowblast_hoarPauldronL,snowblast,diableavionics_hoarPauldronL,graphics/da/ships/hoar/diableavionics_hoar_pauldronLeft.png -> graphics/snowblast/ships/hoar/diableavionics_hoar_pauldronLeft.png
diableavionics_sunrise_hoarPauldronL,sunrise,diableavionics_hoarPauldronL,graphics/da/ships/hoar/diableavionics_hoar_pauldronLeft.png -> graphics/sunrise/ships/hoar/diableavionics_hoar_pauldronLeft.png
diableavionics_dra_hoarPauldronR,DRA,diableavionics_hoarPauldronR,graphics/da/ships/hoar/diableavionics_hoar_pauldronRight.png -> graphics/DRA/ships/hoar/diableavionics_hoar_pauldronRight.png
diableavionics_lilium_hoarPauldronR,lilium,diableavionics_hoarPauldronR,graphics/da/ships/hoar/diableavionics_hoar_pauldronRight.png -> graphics/lilium/ships/hoar/diableavionics_hoar_pauldronRight.png
diableavionics_royalblue_hoarPauldronR,royalblue,diableavionics_hoarPauldronR,graphics/da/ships/hoar/diableavionics_hoar_pauldronRight.png -> graphics/royalblue/ships/hoar/diableavionics_hoar_pauldronRight.png
diableavionics_snowblast_hoarPauldronR,snowblast,diableavionics_hoarPauldronR,graphics/da/ships/hoar/diableavionics_hoar_pauldronRight.png -> graphics/snowblast/ships/hoar/diableavionics_hoar_pauldronRight.png
diableavionics_sunrise_hoarPauldronR,sunrise,diableavionics_hoarPauldronR,graphics/da/ships/hoar/diableavionics_hoar_pauldronRight.png -> graphics/sunrise/ships/hoar/diableavionics_hoar_pauldronRight.png
diableavionics_dra_hoar_head,DRA,diableavionics_hoar_head,graphics/da/ships/hoar/diableavionics_hoar_head.png -> graphics/DRA/ships/hoar/diableavionics_hoar_head.png
diableavionics_lilium_hoar_head,lilium,diableavionics_hoar_head,graphics/da/ships/hoar/diableavionics_hoar_head.png -> graphics/lilium/ships/hoar/diableavionics_hoar_head.png
diableavionics_royalblue_hoar_head,royalblue,diableavionics_hoar_head,graphics/da/ships/hoar/diableavionics_hoar_head.png -> graphics/royalblue/ships/hoar/diableavionics_hoar_head.png
diableavionics_snowblast_hoar_head,snowblast,diableavionics_hoar_head,graphics/da/ships/hoar/diableavionics_hoar_head.png -> graphics/snowblast/ships/hoar/diableavionics_hoar_head.png
diableavionics_sunrise_hoar_head,sunrise,diableavionics_hoar_head,graphics/da/ships/hoar/diableavionics_hoar_head.png -> graphics/sunrise/ships/hoar/diableavionics_hoar_head.png
diableavionics_dra_hoar_winee,DRA,diableavionics_hoar_winee,"graphics/da/ships/hoar/diableavionics_hoar_head.png -> graphics/DRA/ships/hoar/diableavionics_hoar_head.png, graphics/da/weapons/diableavionics_wineeTG.png -> graphics/DRA/weapons/diableavionics_wineeTG.png, graphics/da/weapons/diableavionics_wineeH.png -> graphics/DRA/weapons/diableavionics_wineeH.png"
diableavionics_lilium_hoar_winee,lilium,diableavionics_hoar_winee,"graphics/da/ships/hoar/diableavionics_hoar_head.png -> graphics/lilium/ships/hoar/diableavionics_hoar_head.png, graphics/da/weapons/diableavionics_wineeH.png -> graphics/lilium/weapons/diableavionics_wineeH.png"
diableavionics_ornate_hoar_winee,ornate,diableavionics_hoar_winee,graphics/da/weapons/diableavionics_wineeH.png -> graphics/ornate/weapons/diableavionics_wineeH.png
diableavionics_royalblue_hoar_winee,royalblue,diableavionics_hoar_winee,"graphics/da/ships/hoar/diableavionics_hoar_head.png -> graphics/royalblue/ships/hoar/diableavionics_hoar_head.png, graphics/da/weapons/diableavionics_wineeH.png -> graphics/royalblue/weapons/diableavionics_wineeH.png"
diableavionics_snowblast_hoar_winee,snowblast,diableavionics_hoar_winee,"graphics/da/ships/hoar/diableavionics_hoar_head.png -> graphics/snowblast/ships/hoar/diableavionics_hoar_head.png, graphics/da/weapons/diableavionics_wineeH.png -> graphics/snowblast/weapons/diableavionics_wineeH.png"
diableavionics_sunrise_hoar_winee,sunrise,diableavionics_hoar_winee,"graphics/da/ships/hoar/diableavionics_hoar_head.png -> graphics/sunrise/ships/hoar/diableavionics_hoar_head.png, graphics/da/weapons/diableavionics_wineeTG.png -> graphics/sunrise/weapons/diableavionics_wineeTG.png, graphics/da/weapons/diableavionics_wineeH.png -> graphics/sunrise/weapons/diableavionics_wineeH.png"
diableavionics_dra_ibis,DRA,diableavionics_ibis,"graphics/da/weapons/diableavionics_ibis.png -> graphics/DRA/weapons/diableavionics_ibis.png, graphics/da/weapons/diableavionics_ibis_hardpoint.png -> graphics/DRA/weapons/diableavionics_ibis_hardpoint.png"
diableavionics_lilium_ibis,lilium,diableavionics_ibis,"graphics/da/weapons/diableavionics_ibis.png -> graphics/lilium/weapons/diableavionics_ibis.png, graphics/da/weapons/diableavionics_ibis_hardpoint.png -> graphics/lilium/weapons/diableavionics_ibis_hardpoint.png"
diableavionics_ornate_ibis,ornate,diableavionics_ibis,"graphics/da/weapons/diableavionics_ibis.png -> graphics/ornate/weapons/diableavionics_ibis.png, graphics/da/weapons/diableavionics_ibis_hardpoint.png -> graphics/ornate/weapons/diableavionics_ibis_hardpoint.png"
diableavionics_royalblue_ibis,royalblue,diableavionics_ibis,"graphics/da/weapons/diableavionics_ibis.png -> graphics/royalblue/weapons/diableavionics_ibis.png, graphics/da/weapons/diableavionics_ibis_hardpoint.png -> graphics/royalblue/weapons/diableavionics_ibis_hardpoint.png"
diableavionics_snowblast_ibis,snowblast,diableavionics_ibis,"graphics/da/weapons/diableavionics_ibis.png -> graphics/snowblast/weapons/diableavionics_ibis.png, graphics/da/weapons/diableavionics_ibis_hardpoint.png -> graphics/snowblast/weapons/diableavionics_ibis_hardpoint.png"
diableavionics_sunrise_ibis,sunrise,diableavionics_ibis,"graphics/da/weapons/diableavionics_ibis.png -> graphics/sunrise/weapons/diableavionics_ibis.png, graphics/da/weapons/diableavionics_ibis_hardpoint.png -> graphics/sunrise/weapons/diableavionics_ibis_hardpoint.png"
diableavionics_dra_lazyhorn,DRA,diableavionics_lazyhorn,"graphics/da/weapons/diableavionics_lazyhorn_turret_base.png -> graphics/DRA/weapons/diableavionics_lazyhorn_turret_base.png, graphics/da/weapons/diableavionics_lazyhorn_turret_glow.png -> graphics/DRA/weapons/diableavionics_lazyhorn_turret_glow.png, graphics/da/weapons/diableavionics_lazyhorn_hardpoint_base.png -> graphics/DRA/weapons/diableavionics_lazyhorn_hardpoint_base.png, graphics/da/weapons/diableavionics_lazyhorn_hardpoint_glow.png -> graphics/DRA/weapons/diableavionics_lazyhorn_hardpoint_glow.png"
diableavionics_lilium_lazyhorn,lilium,diableavionics_lazyhorn,"graphics/da/weapons/diableavionics_lazyhorn_turret_base.png -> graphics/lilium/weapons/diableavionics_lazyhorn_turret_base.png, graphics/da/weapons/diableavionics_lazyhorn_hardpoint_base.png -> graphics/lilium/weapons/diableavionics_lazyhorn_hardpoint_base.png"
diableavionics_ornate_lazyhorn,ornate,diableavionics_lazyhorn,"graphics/da/weapons/diableavionics_lazyhorn_turret_base.png -> graphics/ornate/weapons/diableavionics_lazyhorn_turret_base.png, graphics/da/weapons/diableavionics_lazyhorn_hardpoint_base.png -> graphics/ornate/weapons/diableavionics_lazyhorn_hardpoint_base.png"
diableavionics_royalblue_lazyhorn,royalblue,diableavionics_lazyhorn,"graphics/da/weapons/diableavionics_lazyhorn_turret_base.png -> graphics/royalblue/weapons/diableavionics_lazyhorn_turret_base.png, graphics/da/weapons/diableavionics_lazyhorn_hardpoint_base.png -> graphics/royalblue/weapons/diableavionics_lazyhorn_hardpoint_base.png"
diableavionics_snowblast_lazyhorn,snowblast,diableavionics_lazyhorn,"graphics/da/weapons/diableavionics_lazyhorn_turret_base.png -> graphics/snowblast/weapons/diableavionics_lazyhorn_turret_base.png, graphics/da/weapons/diableavionics_lazyhorn_hardpoint_base.png -> graphics/snowblast/weapons/diableavionics_lazyhorn_hardpoint_base.png"
diableavionics_sunrise_lazyhorn,sunrise,diableavionics_lazyhorn,"graphics/da/weapons/diableavionics_lazyhorn_turret_base.png -> graphics/sunrise/weapons/diableavionics_lazyhorn_turret_base.png, graphics/da/weapons/diableavionics_lazyhorn_turret_glow.png -> graphics/sunrise/weapons/diableavionics_lazyhorn_turret_glow.png, graphics/da/weapons/diableavionics_lazyhorn_hardpoint_base.png -> graphics/sunrise/weapons/diableavionics_lazyhorn_hardpoint_base.png, graphics/da/weapons/diableavionics_lazyhorn_hardpoint_glow.png -> graphics/sunrise/weapons/diableavionics_lazyhorn_hardpoint_glow.png"
diableavionics_dra_magicbox,DRA,diableavionics_magicbox,"graphics/da/weapons/diableavionics_magicbox_turret.png -> graphics/DRA/weapons/diableavionics_magicbox_turret.png, graphics/da/weapons/diableavionics_magicbox_hardpoint.png -> graphics/DRA/weapons/diableavionics_magicbox_hardpoint.png"
diableavionics_lilium_magicbox,lilium,diableavionics_magicbox,"graphics/da/weapons/diableavionics_magicbox_turret.png -> graphics/lilium/weapons/diableavionics_magicbox_turret.png, graphics/da/weapons/diableavionics_magicbox_hardpoint.png -> graphics/lilium/weapons/diableavionics_magicbox_hardpoint.png"
diableavionics_ornate_magicbox,ornate,diableavionics_magicbox,"graphics/da/weapons/diableavionics_magicbox_turret.png -> graphics/ornate/weapons/diableavionics_magicbox_turret.png, graphics/da/weapons/diableavionics_magicbox_hardpoint.png -> graphics/ornate/weapons/diableavionics_magicbox_hardpoint.png"
diableavionics_royalblue_magicbox,royalblue,diableavionics_magicbox,"graphics/da/weapons/diableavionics_magicbox_turret.png -> graphics/royalblue/weapons/diableavionics_magicbox_turret.png, graphics/da/weapons/diableavionics_magicbox_hardpoint.png -> graphics/royalblue/weapons/diableavionics_magicbox_hardpoint.png"
diableavionics_snowblast_magicbox,snowblast,diableavionics_magicbox,"graphics/da/weapons/diableavionics_magicbox_turret.png -> graphics/snowblast/weapons/diableavionics_magicbox_turret.png, graphics/da/weapons/diableavionics_magicbox_hardpoint.png -> graphics/snowblast/weapons/diableavionics_magicbox_hardpoint.png"
diableavionics_sunrise_magicbox,sunrise,diableavionics_magicbox,"graphics/da/weapons/diableavionics_magicbox_turret.png -> graphics/sunrise/weapons/diableavionics_magicbox_turret.png, graphics/da/weapons/diableavionics_magicbox_hardpoint.png -> graphics/sunrise/weapons/diableavionics_magicbox_hardpoint.png"
diableavionics_dra_microarray,DRA,diableavionics_microarray,graphics/da/weapons/diableavionics_microarray.png -> graphics/DRA/weapons/diableavionics_microarray.png
diableavionics_sunrise_microarray,sunrise,diableavionics_microarray,graphics/da/weapons/diableavionics_microarray.png -> graphics/sunrise/weapons/diableavionics_microarray.png
diableavionics_dra_microarrayM,DRA,diableavionics_microarrayM,graphics/da/weapons/diableavionics_microarrayM.png -> graphics/DRA/weapons/diableavionics_microarrayM.png
diableavionics_lilium_microarrayM,lilium,diableavionics_microarrayM,graphics/da/weapons/diableavionics_microarrayM.png -> graphics/lilium/weapons/diableavionics_microarrayM.png
diableavionics_ornate_microarrayM,ornate,diableavionics_microarrayM,graphics/da/weapons/diableavionics_microarrayM.png -> graphics/ornate/weapons/diableavionics_microarrayM.png
diableavionics_royalblue_microarrayM,royalblue,diableavionics_microarrayM,graphics/da/weapons/diableavionics_microarrayM.png -> graphics/royalblue/weapons/diableavionics_microarrayM.png
diableavionics_snowblast_microarrayM,snowblast,diableavionics_microarrayM,graphics/da/weapons/diableavionics_microarrayM.png -> graphics/snowblast/weapons/diableavionics_microarrayM.png
diableavionics_sunrise_microarrayM,sunrise,diableavionics_microarrayM,graphics/da/weapons/diableavionics_microarrayM.png -> graphics/sunrise/weapons/diableavionics_microarrayM.png
diableavionics_dra_microbuiltin,DRA,diableavionics_microbuiltin,"graphics/da/weapons/diableavionics_micromissile_builtin_turret.png -> graphics/DRA/weapons/diableavionics_micromissile_builtin_turret.png, graphics/da/weapons/diableavionics_micromissile_builtin_hardpoint.png -> graphics/DRA/weapons/diableavionics_micromissile_builtin_hardpoint.png"
diableavionics_sunrise_microbuiltin,sunrise,diableavionics_microbuiltin,"graphics/da/weapons/diableavionics_micromissile_builtin_turret.png -> graphics/sunrise/weapons/diableavionics_micromissile_builtin_turret.png, graphics/da/weapons/diableavionics_micromissile_builtin_hardpoint.png -> graphics/sunrise/weapons/diableavionics_micromissile_builtin_hardpoint.png"
diableavionics_dra_microcluster,DRA,diableavionics_microcluster,graphics/da/weapons/diableavionics_microarray.png -> graphics/DRA/weapons/diableavionics_microarray.png
diableavionics_sunrise_microcluster,sunrise,diableavionics_microcluster,graphics/da/weapons/diableavionics_microarray.png -> graphics/sunrise/weapons/diableavionics_microarray.png
diableavionics_dra_microcluster2,DRA,diableavionics_microcluster2,graphics/da/weapons/diableavionics_microarray.png -> graphics/DRA/weapons/diableavionics_microarray.png
diableavionics_sunrise_microcluster2,sunrise,diableavionics_microcluster2,graphics/da/weapons/diableavionics_microarray.png -> graphics/sunrise/weapons/diableavionics_microarray.png
diableavionics_dra_microcluster_left,DRA,diableavionics_microcluster_left,graphics/da/weapons/diableavionics_microarray.png -> graphics/DRA/weapons/diableavionics_microarray.png
diableavionics_sunrise_microcluster_left,sunrise,diableavionics_microcluster_left,graphics/da/weapons/diableavionics_microarray.png -> graphics/sunrise/weapons/diableavionics_microarray.png
diableavionics_dra_micromissile,DRA,diableavionics_micromissile,"graphics/da/weapons/diableavionics_micromissile_turret.png -> graphics/DRA/weapons/diableavionics_micromissile_turret.png, graphics/da/weapons/diableavionics_micromissile_hardpoint.png -> graphics/DRA/weapons/diableavionics_micromissile_hardpoint.png"
diableavionics_lilium_micromissile,lilium,diableavionics_micromissile,"graphics/da/weapons/diableavionics_micromissile_turret.png -> graphics/lilium/weapons/diableavionics_micromissile_turret.png, graphics/da/weapons/diableavionics_micromissile_hardpoint.png -> graphics/lilium/weapons/diableavionics_micromissile_hardpoint.png"
diableavionics_ornate_micromissile,ornate,diableavionics_micromissile,"graphics/da/weapons/diableavionics_micromissile_turret.png -> graphics/ornate/weapons/diableavionics_micromissile_turret.png, graphics/da/weapons/diableavionics_micromissile_hardpoint.png -> graphics/ornate/weapons/diableavionics_micromissile_hardpoint.png"
diableavionics_royalblue_micromissile,royalblue,diableavionics_micromissile,"graphics/da/weapons/diableavionics_micromissile_turret.png -> graphics/royalblue/weapons/diableavionics_micromissile_turret.png, graphics/da/weapons/diableavionics_micromissile_hardpoint.png -> graphics/royalblue/weapons/diableavionics_micromissile_hardpoint.png"
diableavionics_snowblast_micromissile,snowblast,diableavionics_micromissile,"graphics/da/weapons/diableavionics_micromissile_turret.png -> graphics/snowblast/weapons/diableavionics_micromissile_turret.png, graphics/da/weapons/diableavionics_micromissile_hardpoint.png -> graphics/snowblast/weapons/diableavionics_micromissile_hardpoint.png"
diableavionics_sunrise_micromissile,sunrise,diableavionics_micromissile,"graphics/da/weapons/diableavionics_micromissile_turret.png -> graphics/sunrise/weapons/diableavionics_micromissile_turret.png, graphics/da/weapons/diableavionics_micromissile_hardpoint.png -> graphics/sunrise/weapons/diableavionics_micromissile_hardpoint.png"
diableavionics_dra_mostro,DRA,diableavionics_mostro,"graphics/da/weapons/diableavionics_mostro_turret_base.png -> graphics/DRA/weapons/diableavionics_mostro_turret_base.png, graphics/da/weapons/diableavionics_mostro_turret_recoil.png -> graphics/DRA/weapons/diableavionics_mostro_turret_recoil.png, graphics/da/weapons/diableavionics_mostro_hardpoint_base.png -> graphics/DRA/weapons/diableavionics_mostro_hardpoint_base.png, graphics/da/weapons/diableavionics_mostro_hardpoint_recoil.png -> graphics/DRA/weapons/diableavionics_mostro_hardpoint_recoil.png"
diableavionics_lilium_mostro,lilium,diableavionics_mostro,"graphics/da/weapons/diableavionics_mostro_turret_base.png -> graphics/lilium/weapons/diableavionics_mostro_turret_base.png, graphics/da/weapons/diableavionics_mostro_hardpoint_base.png -> graphics/lilium/weapons/diableavionics_mostro_hardpoint_base.png"
diableavionics_ornate_mostro,ornate,diableavionics_mostro,"graphics/da/weapons/diableavionics_mostro_turret_base.png -> graphics/ornate/weapons/diableavionics_mostro_turret_base.png, graphics/da/weapons/diableavionics_mostro_hardpoint_base.png -> graphics/ornate/weapons/diableavionics_mostro_hardpoint_base.png"
diableavionics_royalblue_mostro,royalblue,diableavionics_mostro,"graphics/da/weapons/diableavionics_mostro_turret_base.png -> graphics/royalblue/weapons/diableavionics_mostro_turret_base.png, graphics/da/weapons/diableavionics_mostro_hardpoint_base.png -> graphics/royalblue/weapons/diableavionics_mostro_hardpoint_base.png"
diableavionics_snowblast_mostro,snowblast,diableavionics_mostro,"graphics/da/weapons/diableavionics_mostro_turret_base.png -> graphics/snowblast/weapons/diableavionics_mostro_turret_base.png, graphics/da/weapons/diableavionics_mostro_hardpoint_base.png -> graphics/snowblast/weapons/diableavionics_mostro_hardpoint_base.png"
diableavionics_sunrise_mostro,sunrise,diableavionics_mostro,"graphics/da/weapons/diableavionics_mostro_turret_base.png -> graphics/sunrise/weapons/diableavionics_mostro_turret_base.png, graphics/da/weapons/diableavionics_mostro_turret_recoil.png -> graphics/sunrise/weapons/diableavionics_mostro_turret_recoil.png, graphics/da/weapons/diableavionics_mostro_hardpoint_base.png -> graphics/sunrise/weapons/diableavionics_mostro_hardpoint_base.png, graphics/da/weapons/diableavionics_mostro_hardpoint_recoil.png -> graphics/sunrise/weapons/diableavionics_mostro_hardpoint_recoil.png"
diableavionics_dra_nocturne,DRA,diableavionics_nocturne,"graphics/da/weapons/diableavionics_nocturne_turret_base.png -> graphics/DRA/weapons/diableavionics_nocturne_turret_base.png, graphics/da/weapons/diableavionics_nocturne_turretglow_base.png -> graphics/DRA/weapons/diableavionics_nocturne_turretglow_base.png, graphics/da/weapons/diableavionics_nocturne_hardpoint_base.png -> graphics/DRA/weapons/diableavionics_nocturne_hardpoint_base.png, graphics/da/weapons/diableavionics_nocturne_hardpointglow_base.png -> graphics/DRA/weapons/diableavionics_nocturne_hardpointglow_base.png"
diableavionics_lilium_nocturne,lilium,diableavionics_nocturne,"graphics/da/weapons/diableavionics_nocturne_turret_base.png -> graphics/lilium/weapons/diableavionics_nocturne_turret_base.png, graphics/da/weapons/diableavionics_nocturne_hardpoint_base.png -> graphics/lilium/weapons/diableavionics_nocturne_hardpoint_base.png"
diableavionics_ornate_nocturne,ornate,diableavionics_nocturne,"graphics/da/weapons/diableavionics_nocturne_turret_base.png -> graphics/ornate/weapons/diableavionics_nocturne_turret_base.png, graphics/da/weapons/diableavionics_nocturne_hardpoint_base.png -> graphics/ornate/weapons/diableavionics_nocturne_hardpoint_base.png"
diableavionics_royalblue_nocturne,royalblue,diableavionics_nocturne,"graphics/da/weapons/diableavionics_nocturne_turret_base.png -> graphics/royalblue/weapons/diableavionics_nocturne_turret_base.png, graphics/da/weapons/diableavionics_nocturne_hardpoint_base.png -> graphics/royalblue/weapons/diableavionics_nocturne_hardpoint_base.png"
diableavionics_snowblast_nocturne,snowblast,diableavionics_nocturne,"graphics/da/weapons/diableavionics_nocturne_turret_base.png -> graphics/snowblast/weapons/diableavionics_nocturne_turret_base.png, graphics/da/weapons/diableavionics_nocturne_hardpoint_base.png -> graphics/snowblast/weapons/diableavionics_nocturne_hardpoint_base.png"
